Task ID,O*NET-SOC Code,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency,Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source,Task Type,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID),expert_automation_capacity_rating_mean,expert_physical_action_requirement_mean,expert_involved_uncertainty_mean,expert_domain_expertise_requirement_mean,expert_interpersonal_communication_requirement_mean,expert_human_agency_scale_rating_mean,Occupation Employment_normalized,Occupation Mean Annual Wage_normalized,Importance_normalized,major_group_code
20619,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify accuracy of materials lists.,3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,2025-01-22,Expert,3,1,3,2,3,True,False,False,False,True,True,3,4,3,4,2,False,False,False,False,False,False,False,,FALSE,Male,Black,165K-209K,36,Master’s Degree,3-5 years,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Weekly,Weekly,Monthly,Weekly,Monthly,Monthly,Prolific,Supplemental,3.0,3.0,3.62,54.81,114520.0,293930.0,['Processing Information'],['4.A.2.a.2'],3.0,2.0,2.5,2.5,2.0,2.0,0.1073755299040208,0.2416841844936317,0.4962962962962963,41
19826,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Present information to customers about the energy efficiency or environmental impact of scientific or technical products.,3f8f3797-b74f-44b7-a9d7-9b15ab5b65a9,2025-01-22,Average,3,3,3,2,4,False,False,True,False,False,True,3,3,3,3,2,False,False,False,False,False,False,False,,FALSE,Male,Black,165K-209K,36,Master’s Degree,3-5 years,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Weekly,Weekly,Monthly,Weekly,Monthly,Monthly,Prolific,Supplemental,3.0,3.0,2.94,47.12,114520.0,293930.0,"['Interpreting the Meaning of Information for Others', 'Selling or Influencing Others']","['4.A.4.a.1', '4.A.4.a.6']",4.5,1.0,1.0,3.5,4.0,1.5,0.1073755299040208,0.2416841844936317,0.2444444444444443,41
11363,43-5061.00,"Production, Planning, and Expediting Clerks","Review documents, such as production schedules, work orders, or staffing tables, to determine personnel or materials requirements or material priorities.",e56eb528-8015-40aa-af94-bab78d622fa8,2025-01-23,Average,2,4,4,1,3,False,False,False,False,False,False,4,4,3,3,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,Black,86K-165K,51,"Some College, No Degree",More than 10 years,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,No political affliation,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Never,Monthly,Monthly,Never,Never,Never,Never,Never,Prolific,Core,5.0,5.0,4.16,73.7,60420.0,385000.0,['Getting Information'],['4.A.1.a.1'],2.75,1.5,2.75,2.5,2.5,3.0,0.1408012332311758,0.0744404599975269,0.6962962962962963,43
11368,43-5061.00,"Production, Planning, and Expediting Clerks",Requisition and maintain inventories of materials or supplies necessary to meet production demands.,e56eb528-8015-40aa-af94-bab78d622fa8,2025-01-23,Average,2,4,3,1,3,False,False,False,False,False,False,3,4,3,3,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,Black,86K-165K,51,"Some College, No Degree",More than 10 years,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,No political affliation,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Never,Monthly,Monthly,Never,Never,Never,Never,Never,Prolific,Core,5.0,5.0,3.94,76.99,60420.0,385000.0,['Monitoring and Controlling Resources'],['4.A.4.c.3'],2.0,1.75,2.0,3.25,2.0,3.0,0.1408012332311758,0.0744404599975269,0.6148148148148148,43
11373,43-5061.00,"Production, Planning, and Expediting Clerks",Contact suppliers to verify shipment details.,e56eb528-8015-40aa-af94-bab78d622fa8,2025-01-23,Average,3,3,3,1,2,True,False,False,False,False,False,2,1,2,1,1,False,False,False,False,False,False,False,,FALSE,Male,Black,86K-165K,51,"Some College, No Degree",More than 10 years,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,No political affliation,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Never,Monthly,Monthly,Never,Never,Never,Never,Never,Prolific,Supplemental,4.0,4.0,3.63,49.83,60420.0,385000.0,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],2.5,1.5,2.0,2.25,3.75,2.75,0.1408012332311758,0.0744404599975269,0.4999999999999999,43
15980,13-1199.05,Sustainability Specialists,"Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste generation, and recycling.",f2221878-a494-4283-b05e-d1d5f6aed6a8,2025-01-23,Novice,3,1,4,1,3,False,False,True,False,False,True,1,2,2,3,5,False,False,False,True,False,False,True,,,Female,White,60-86K,31,Master’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Monthly,Weekly,Weekly,Weekly,Monthly,Monthly,Never,Never,Monthly,Prolific,Core,5.0,5.0,4.22,100.0,77960.0,73180.0,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2'],4.333333333333333,2.0,2.0,2.0,1.0,1.6666666666666667,0.0263529757207612,0.1286632867565228,0.7185185185185182,13
15979,13-1199.05,Sustainability Specialists,"Assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance.",f2221878-a494-4283-b05e-d1d5f6aed6a8,2025-01-23,Average,3,3,5,1,3,False,False,True,True,True,False,1,5,4,4,3,False,True,False,True,True,False,True,,,Female,White,60-86K,31,Master’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Monthly,Weekly,Weekly,Weekly,Monthly,Monthly,Never,Never,Monthly,Prolific,Core,3.0,3.0,4.13,100.0,77960.0,73180.0,"['Judging the Qualities of Objects, Services, or People', 'Thinking Creatively']","['4.A.2.a.1', '4.A.2.b.2']",3.5,2.0,2.5,3.5,2.5,3.0,0.0263529757207612,0.1286632867565228,0.685185185185185,13
15973,13-1199.05,Sustainability Specialists,Provide technical or administrative support for sustainability programs or issues.,f2221878-a494-4283-b05e-d1d5f6aed6a8,2025-01-23,Expert,3,3,5,1,3,False,False,True,True,True,True,3,5,3,3,2,False,False,False,False,False,False,False,,FALSE,Female,White,60-86K,31,Master’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Monthly,Weekly,Weekly,Weekly,Monthly,Monthly,Never,Never,Monthly,Prolific,Core,5.0,5.0,4.0,100.0,77960.0,73180.0,['Providing Consultation and Advice to Others'],['4.A.4.b.6'],3.0,1.3333333333333333,2.333333333333333,3.333333333333333,2.6666666666666665,3.6666666666666665,0.0263529757207612,0.1286632867565228,0.637037037037037,13
15968,13-1199.05,Sustainability Specialists,Review and revise sustainability proposals or policies.,f2221878-a494-4283-b05e-d1d5f6aed6a8,2025-01-23,Average,3,2,4,1,3,False,False,True,True,True,False,1,4,3,4,3,False,True,False,False,True,False,True,,,Female,White,60-86K,31,Master’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Monthly,Weekly,Weekly,Weekly,Monthly,Monthly,Never,Never,Monthly,Prolific,Core,3.0,3.0,4.0,100.0,77960.0,73180.0,['Developing Objectives and Strategies'],['4.A.2.b.4'],3.0,1.0,2.333333333333333,4.0,2.333333333333333,3.0,0.0263529757207612,0.1286632867565228,0.637037037037037,13
15976,13-1199.05,Sustainability Specialists,Develop reports or presentations to communicate the effectiveness of sustainability initiatives.,f2221878-a494-4283-b05e-d1d5f6aed6a8,2025-01-23,Expert,2,1,3,1,4,False,False,False,False,False,False,1,3,2,2,3,False,False,False,True,True,False,True,FALSE,,Female,White,60-86K,31,Master’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Monthly,Weekly,Weekly,Weekly,Monthly,Monthly,Never,Never,Monthly,Prolific,Core,3.0,3.0,3.96,100.0,77960.0,73180.0,['Documenting/Recording Information'],['4.A.3.b.6'],3.5,1.75,2.0,2.5,2.75,2.25,0.0263529757207612,0.1286632867565228,0.6222222222222221,13
15975,13-1199.05,Sustainability Specialists,Create or maintain plans or other documents related to sustainability projects.,f2221878-a494-4283-b05e-d1d5f6aed6a8,2025-01-23,Average,3,2,4,1,4,False,False,True,True,True,True,1,4,5,4,5,False,True,True,True,True,False,True,,,Female,White,60-86K,31,Master’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Monthly,Weekly,Weekly,Weekly,Monthly,Monthly,Never,Never,Monthly,Prolific,Core,4.0,4.0,3.96,100.0,77960.0,73180.0,"['Thinking Creatively', 'Documenting/Recording Information']","['4.A.2.b.2', '4.A.3.b.6']",4.5,1.0,3.5,4.0,2.0,2.0,0.0263529757207612,0.1286632867565228,0.6222222222222221,13
15969,13-1199.05,Sustainability Specialists,"Research or review regulatory, technical, or market issues related to sustainability.",f2221878-a494-4283-b05e-d1d5f6aed6a8,2025-01-23,Novice,3,1,2,1,3,False,False,False,True,True,False,1,2,2,3,3,False,False,False,False,True,False,True,,,Female,White,60-86K,31,Master’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Monthly,Weekly,Weekly,Weekly,Monthly,Monthly,Never,Never,Monthly,Prolific,Core,3.0,3.0,3.74,100.0,77960.0,73180.0,['Getting Information'],['4.A.1.a.1'],4.0,1.5,2.0,4.0,1.0,2.5,0.0263529757207612,0.1286632867565228,0.5407407407407409,13
2487,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Operate computers programmed with accounting software to record, store, and analyze information.",f5dc2330-16db-4f32-9e98-23f365149b23,2025-01-23,Expert,1,4,5,5,4,False,False,False,False,False,False,1,1,2,4,5,False,True,True,True,True,True,False,FALSE,,Female,White,60-86K,42,Bachelor’s Degree,More than 10 years,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Weekly,Daily,Daily,Monthly,Never,Weekly,Prolific,Core,7.0,7.0,4.76,96.03,52020.0,1455770.0,['Working with Computers'],['4.A.3.b.1'],4.5,1.0,1.5,2.0,1.5,1.5,0.5338092529041494,0.0484728576728082,0.9185185185185184,43
2486,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Check figures, postings, and documents for correct entry, mathematical accuracy, and proper codes.",f5dc2330-16db-4f32-9e98-23f365149b23,2025-01-23,Expert,1,4,5,4,4,False,False,False,False,False,False,1,2,4,4,5,False,True,True,True,True,True,False,FALSE,,Female,White,60-86K,42,Bachelor’s Degree,More than 10 years,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Weekly,Daily,Daily,Monthly,Never,Weekly,Prolific,Core,5.0,5.0,4.68,95.14,52020.0,1455770.0,['Processing Information'],['4.A.2.a.2'],4.0,2.0,3.0,2.5,2.0,2.0,0.5338092529041494,0.0484728576728082,0.8888888888888887,43
2495,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Operate 10-key calculators, typewriters, and copy machines to perform calculations and produce documents.",f5dc2330-16db-4f32-9e98-23f365149b23,2025-01-23,Expert,1,3,4,5,4,False,False,False,False,False,False,2,1,2,2,5,True,False,True,False,True,False,False,FALSE,,Female,White,60-86K,42,Bachelor’s Degree,More than 10 years,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Weekly,Daily,Daily,Monthly,Never,Weekly,Prolific,Core,7.0,7.0,4.47,94.52,52020.0,1455770.0,['Controlling Machines and Processes'],['4.A.3.a.3'],2.0,3.5,1.0,1.0,1.5,3.0,0.5338092529041494,0.0484728576728082,0.811111111111111,43
2493,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Code documents according to company procedures.,f5dc2330-16db-4f32-9e98-23f365149b23,2025-01-23,Expert,1,1,1,4,3,False,False,False,False,False,False,2,2,3,4,5,False,True,True,False,True,True,False,FALSE,,Female,White,60-86K,42,Bachelor’s Degree,More than 10 years,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Weekly,Daily,Daily,Monthly,Never,Weekly,Prolific,Core,5.0,5.0,4.32,68.12,52020.0,1455770.0,['Working with Computers'],['4.A.3.b.1'],5.0,1.0,1.5,3.0,1.5,1.0,0.5338092529041494,0.0484728576728082,0.7555555555555556,43
2497,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Perform financial calculations, such as amounts due, interest charges, balances, discounts, equity, and principal.",f5dc2330-16db-4f32-9e98-23f365149b23,2025-01-23,Expert,1,3,4,5,2,False,False,False,False,False,False,1,3,4,4,5,False,False,True,False,True,True,False,FALSE,,Female,White,60-86K,42,Bachelor’s Degree,More than 10 years,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Weekly,Daily,Daily,Monthly,Never,Weekly,Prolific,Core,5.0,5.0,4.32,68.85,52020.0,1455770.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3'],5.0,1.0,2.5,2.0,1.0,2.0,0.5338092529041494,0.0484728576728082,0.7555555555555556,43
2496,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Reconcile or note and report discrepancies found in records.,f5dc2330-16db-4f32-9e98-23f365149b23,2025-01-23,Expert,1,4,5,5,4,False,False,False,False,False,False,1,3,4,5,5,False,True,True,True,True,True,False,FALSE,,Female,White,60-86K,42,Bachelor’s Degree,More than 10 years,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Weekly,Daily,Daily,Monthly,Never,Weekly,Prolific,Core,5.0,5.0,4.29,81.32,52020.0,1455770.0,['Processing Information'],['4.A.2.a.2'],5.0,1.0,1.0,1.0,1.0,1.0,0.5338092529041494,0.0484728576728082,0.7444444444444444,43
2494,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Access computerized financial information to answer general questions as well as those related to specific accounts.,f5dc2330-16db-4f32-9e98-23f365149b23,2025-01-23,Average,1,2,3,5,2,False,False,False,False,False,False,1,3,2,3,5,False,False,False,False,True,False,False,FALSE,,Female,White,60-86K,42,Bachelor’s Degree,More than 10 years,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Weekly,Daily,Daily,Monthly,Never,Weekly,Prolific,Core,5.0,5.0,4.19,72.33,52020.0,1455770.0,['Getting Information'],['4.A.1.a.1'],4.5,2.0,2.0,2.5,3.0,2.0,0.5338092529041494,0.0484728576728082,0.7074074074074074,43
2490,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.",f5dc2330-16db-4f32-9e98-23f365149b23,2025-01-23,Average,1,2,2,5,2,False,False,False,False,False,False,1,2,3,4,5,False,False,True,False,True,False,False,FALSE,,Female,White,60-86K,42,Bachelor’s Degree,More than 10 years,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Weekly,Daily,Daily,Monthly,Never,Weekly,Prolific,Core,5.0,5.0,4.17,69.77,52020.0,1455770.0,['Documenting/Recording Information'],['4.A.3.b.6'],4.0,1.5,2.0,2.5,1.0,2.0,0.5338092529041494,0.0484728576728082,0.6999999999999998,43
2489,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Debit, credit, and total accounts on computer spreadsheets and databases, using specialized accounting software.",f5dc2330-16db-4f32-9e98-23f365149b23,2025-01-23,Average,1,1,1,4,2,False,False,False,False,False,False,1,2,2,2,5,False,True,True,False,True,False,False,FALSE,,Female,White,60-86K,42,Bachelor’s Degree,More than 10 years,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Weekly,Daily,Daily,Monthly,Never,Weekly,Prolific,Core,5.0,5.0,4.15,76.55,52020.0,1455770.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information', 'Documenting/Recording Information']","['4.A.1.b.3', '4.A.3.b.6']",5.0,1.5,2.5,3.5,2.5,1.5,0.5338092529041494,0.0484728576728082,0.6925925925925925,43
2509,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Match order forms with invoices, and record the necessary information.",f5dc2330-16db-4f32-9e98-23f365149b23,2025-01-23,Average,1,2,2,5,2,False,False,False,False,False,False,1,2,3,4,5,False,False,True,False,True,True,False,FALSE,,Female,White,60-86K,42,Bachelor’s Degree,More than 10 years,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Weekly,Daily,Daily,Monthly,Never,Weekly,Prolific,Core,5.0,5.0,4.12,70.12,52020.0,1455770.0,['Processing Information'],['4.A.2.a.2'],5.0,1.0,1.5,1.0,1.0,1.0,0.5338092529041494,0.0484728576728082,0.6814814814814815,43
15612,11-9121.01,Clinical Research Coordinators,"Schedule subjects for appointments, procedures, or inpatient stays as required by study protocols.",f7544776-3a6b-4bd4-ab76-d8968065ffde,2025-02-25,Expert,3,1,3,2,2,True,False,False,False,False,True,1,2,1,2,2,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,35,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Democrat,I have some experience using them.,"Yes, I use them every week in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific,Core,4.0,4.0,4.49,84.74,77960.0,73180.0,['Scheduling Work and Activities'],['4.A.2.b.5'],1.5,3.0,3.0,3.0,2.5,2.0,0.0263529757207612,0.1286632867565228,0.8185185185185185,11
15595,11-9121.01,Clinical Research Coordinators,"Prepare study-related documentation, such as protocol worksheets, procedural manuals, adverse event reports, institutional review board documents, or progress reports.",f7544776-3a6b-4bd4-ab76-d8968065ffde,2025-02-25,Expert,2,3,4,1,4,False,False,False,False,False,False,1,2,2,4,4,False,False,True,True,True,True,False,FALSE,,Male,White,86K-165K,35,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Democrat,I have some experience using them.,"Yes, I use them every week in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific,Core,3.0,3.0,4.41,82.57,77960.0,73180.0,['Documenting/Recording Information'],['4.A.3.b.6'],3.0,3.0,2.5,3.5,3.0,3.0,0.0263529757207612,0.1286632867565228,0.7888888888888889,11
15614,11-9121.01,Clinical Research Coordinators,"Maintain required records of study activity including case report forms, drug dispensation records, or regulatory forms.",f7544776-3a6b-4bd4-ab76-d8968065ffde,2025-02-25,Expert,3,4,4,2,4,True,False,True,False,True,False,2,3,3,4,3,False,True,True,True,True,False,False,,,Male,White,86K-165K,35,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Democrat,I have some experience using them.,"Yes, I use them every week in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific,Core,5.0,5.0,4.27,86.6,77960.0,73180.0,['Documenting/Recording Information'],['4.A.3.b.6'],4.5,1.5,2.0,3.0,2.0,2.0,0.0263529757207612,0.1286632867565228,0.7370370370370368,11
15592,11-9121.01,Clinical Research Coordinators,Track enrollment status of subjects and document dropout information such as dropout causes and subject contact efforts.,f7544776-3a6b-4bd4-ab76-d8968065ffde,2025-02-25,Expert,3,3,3,4,3,True,True,False,True,False,False,2,2,3,4,1,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,35,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Democrat,I have some experience using them.,"Yes, I use them every week in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific,Core,5.0,5.0,4.08,83.81,77960.0,73180.0,['Documenting/Recording Information'],['4.A.3.b.6'],3.0,1.3333333333333333,2.6666666666666665,3.6666666666666665,2.6666666666666665,2.6666666666666665,0.0263529757207612,0.1286632867565228,0.6666666666666666,11
15600,11-9121.01,Clinical Research Coordinators,Maintain contact with sponsors to schedule and coordinate site visits or to answer questions about issues such as incomplete data.,f7544776-3a6b-4bd4-ab76-d8968065ffde,2025-02-25,Expert,5,1,2,1,1,False,True,True,True,False,False,1,5,1,1,2,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,35,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Democrat,I have some experience using them.,"Yes, I use them every week in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific,Core,3.0,3.0,3.96,68.66,77960.0,73180.0,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],3.0,3.0,1.5,3.0,3.5,3.0,0.0263529757207612,0.1286632867565228,0.6222222222222221,11
20280,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Use computers for various applications, such as database management or word processing.",a444d70c-a7d7-451c-a902-62cc7e2577ad,2025-02-25,Average,2,3,4,1,3,False,False,False,False,False,False,3,3,2,3,4,True,False,False,False,False,False,False,FALSE,,Female,White,60-86K,36,Associate Degree,More than 10 years,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Republican,I have heard of them but don't know much about their functionalities.,"No, I've never heard of them.",No,No,No,No,No,No,No,No,No,Prolific,Core,7.0,7.0,4.22,100.0,47640.0,1737820.0,['Working with Computers'],['4.A.3.b.1'],2.333333333333333,1.6666666666666667,1.6666666666666667,2.6666666666666665,2.333333333333333,3.0,0.6373309353838249,0.0349326078892048,0.7185185185185182,43
2800,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Maintain scheduling and event calendars.,a444d70c-a7d7-451c-a902-62cc7e2577ad,2025-02-25,Average,3,2,3,3,3,True,False,False,False,False,False,3,2,3,3,3,False,False,False,False,True,False,False,,,Female,White,60-86K,36,Associate Degree,More than 10 years,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Republican,I have heard of them but don't know much about their functionalities.,"No, I've never heard of them.",No,No,No,No,No,No,No,No,No,Prolific,Core,5.0,5.0,3.84,79.58,47640.0,1737820.0,['Scheduling Work and Activities'],['4.A.2.b.5'],3.333333333333333,1.3333333333333333,2.0,1.3333333333333333,4.0,2.0,0.6373309353838249,0.0349326078892048,0.5777777777777776,43
15614,11-9121.01,Clinical Research Coordinators,"Maintain required records of study activity including case report forms, drug dispensation records, or regulatory forms.",382dac7a-5a14-46b6-9a7b-e81193023e27,2025-02-25,Expert,3,1,2,2,2,False,True,False,False,False,True,1,2,1,3,2,False,False,False,False,False,False,False,,FALSE,Female,White,60-86K,27,"Doctorate (e.g., PhD)",3-5 years,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Never,Weekly,Never,Weekly,Never,Never,Weekly,Never,Never,Prolific,Core,5.0,5.0,4.27,86.6,77960.0,73180.0,['Documenting/Recording Information'],['4.A.3.b.6'],4.5,1.5,2.0,3.0,2.0,2.0,0.0263529757207612,0.1286632867565228,0.7370370370370368,11
15608,11-9121.01,Clinical Research Coordinators,"Collaborate with investigators to prepare presentations or reports of clinical study procedures, results, and conclusions.",382dac7a-5a14-46b6-9a7b-e81193023e27,2025-02-25,Expert,1,3,5,5,5,False,False,False,False,False,False,1,5,5,5,5,False,True,True,True,True,True,True,FALSE,,Female,White,60-86K,27,"Doctorate (e.g., PhD)",3-5 years,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Never,Weekly,Never,Weekly,Never,Never,Weekly,Never,Never,Prolific,Core,3.0,3.0,4.11,76.34,77960.0,73180.0,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],3.5,1.5,1.5,3.5,2.5,2.5,0.0263529757207612,0.1286632867565228,0.6777777777777777,11
15609,11-9121.01,Clinical Research Coordinators,"Code, evaluate, or interpret collected study data.",382dac7a-5a14-46b6-9a7b-e81193023e27,2025-02-25,Expert,1,4,5,5,5,False,False,False,False,False,False,1,2,5,5,5,False,True,True,False,True,False,True,FALSE,,Female,White,60-86K,27,"Doctorate (e.g., PhD)",3-5 years,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Never,Weekly,Never,Weekly,Never,Never,Weekly,Never,Never,Prolific,Core,3.0,3.0,4.07,72.21,77960.0,73180.0,"['Analyzing Data or Information', 'Working with Computers']","['4.A.2.a.4', '4.A.3.b.1']",4.0,1.0,2.0,4.5,2.0,3.0,0.0263529757207612,0.1286632867565228,0.6629629629629631,11
18859,13-1071.00,Human Resources Specialists,Hire employees and process hiring-related paperwork.,d63b714d-a9e3-4056-a698-f987f7e4e8a0,2025-02-26,Expert,4,1,4,1,5,True,True,False,False,False,True,1,1,1,2,1,False,False,False,False,False,False,False,,FALSE,Female,Asian American and Pacific Islander,86K-165K,24,Bachelor’s Degree,3-5 years,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Monthly,Monthly,Weekly,Daily,Never,Never,Never,Daily,Prolific,Core,3.0,3.0,4.5,84.67,79730.0,917460.0,['Staffing Organizational Units'],['4.A.4.c.2'],2.75,2.5,2.75,3.0,4.5,3.0,0.3362316712851664,0.1341350315320885,0.8222222222222221,13
